Id,Code,StateId,MunicipalityId,LocalityId,IsBorderZone,TimeZone,TimeZoneOffset
0006-32469,32469,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32470,32470,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32471,32471,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32472,32472,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32473,32473,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32474,32474,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32475,32475,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32476,32476,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32477,32477,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32478,32478,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32479,32479,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32480,32480,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32481,32481,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32482,32482,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32483,32483,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32484,32484,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32485,32485,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32486,32486,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32487,32487,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32488,32488,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32489,32489,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32490,32490,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32491,32491,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32492,32492,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32493,32493,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32494,32494,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32495,32495,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32496,32496,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32497,32497,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32498,32498,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32499,32499,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32500,32500,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32501,32501,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32502,32502,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32503,32503,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32504,32504,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32505,32505,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32506,32506,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32507,32507,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32508,32508,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32509,32509,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32510,32510,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32511,32511,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32512,32512,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32513,32513,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32514,32514,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32515,32515,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32516,32516,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32517,32517,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32518,32518,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32519,32519,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32520,32520,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32521,32521,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32522,32522,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32523,32523,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32524,32524,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32525,32525,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32526,32526,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32527,32527,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32528,32528,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32529,32529,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32530,32530,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32531,32531,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32532,32532,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32533,32533,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32534,32534,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32535,32535,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32536,32536,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32537,32537,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32538,32538,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32539,32539,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32540,32540,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32541,32541,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32542,32542,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32543,32543,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32544,32544,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32545,32545,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32546,32546,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32547,32547,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32548,32548,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32549,32549,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32550,32550,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32551,32551,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32552,32552,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32553,32553,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32554,32554,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32555,32555,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32556,32556,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32557,32557,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32558,32558,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32559,32559,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32560,32560,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32561,32561,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32562,32562,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32563,32563,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32564,32564,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32565,32565,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32566,32566,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32567,32567,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32568,32568,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32569,32569,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32570,32570,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32571,32571,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32572,32572,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32573,32573,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32574,32574,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32575,32575,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32576,32576,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32577,32577,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32578,32578,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32579,32579,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32580,32580,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32581,32581,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32582,32582,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32583,32583,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32584,32584,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32585,32585,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32586,32586,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32587,32587,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32588,32588,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32589,32589,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32590,32590,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32591,32591,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32592,32592,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32593,32593,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32594,32594,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32595,32595,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32596,32596,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32597,32597,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32598,32598,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32599,32599,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32600,32600,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32601,32601,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32602,32602,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32603,32603,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32604,32604,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32605,32605,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32606,32606,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32607,32607,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32608,32608,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32609,32609,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32610,32610,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32611,32611,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32612,32612,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32613,32613,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32614,32614,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32615,32615,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32616,32616,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32617,32617,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32618,32618,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32619,32619,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32620,32620,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32621,32621,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32622,32622,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32623,32623,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32624,32624,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32625,32625,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32626,32626,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32627,32627,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32628,32628,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32629,32629,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32630,32630,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32631,32631,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32632,32632,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32633,32633,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32634,32634,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32635,32635,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32636,32636,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32637,32637,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32638,32638,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32639,32639,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32640,32640,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32641,32641,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32642,32642,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32643,32643,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32644,32644,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32645,32645,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32646,32646,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32647,32647,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32648,32648,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32649,32649,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32650,32650,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32651,32651,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32652,32652,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32653,32653,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32654,32654,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32655,32655,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32656,32656,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32657,32657,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32658,32658,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32659,32659,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32660,32660,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32661,32661,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32662,32662,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32663,32663,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32664,32664,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32665,32665,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32666,32666,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32667,32667,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32668,32668,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32669,32669,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32670,32670,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32671,32671,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32672,32672,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32673,32673,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32674,32674,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32675,32675,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32676,32676,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32677,32677,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32678,32678,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32679,32679,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32680,32680,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32681,32681,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32682,32682,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32683,32683,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32684,32684,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32685,32685,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32686,32686,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32687,32687,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32688,32688,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32689,32689,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32690,32690,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32691,32691,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0006-32692,32692,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32693,32693,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32694,32694,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32695,32695,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32696,32696,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32697,32697,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32698,32698,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0006-32699,32699,CHH,CHH-037,0006,1,Tiempo del Centro en Frontera,-6
0000-32700,32700,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32701,32701,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32702,32702,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32703,32703,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32704,32704,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32705,32705,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32706,32706,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32707,32707,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32708,32708,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32709,32709,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32710,32710,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32711,32711,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32712,32712,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32713,32713,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32714,32714,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32715,32715,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32716,32716,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32717,32717,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32718,32718,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32719,32719,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32720,32720,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32721,32721,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32722,32722,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32723,32723,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32724,32724,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32725,32725,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32726,32726,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32727,32727,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32728,32728,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32729,32729,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32730,32730,CHH,CHH-037,0000,1,Tiempo del Centro en Frontera,-6
0000-32731,32731,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32732,32732,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32733,32733,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32734,32734,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32735,32735,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32736,32736,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32737,32737,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32738,32738,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32739,32739,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32740,32740,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32741,32741,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32742,32742,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32743,32743,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32744,32744,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32745,32745,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32746,32746,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32747,32747,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32748,32748,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32749,32749,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32750,32750,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32751,32751,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32752,32752,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32753,32753,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32754,32754,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32755,32755,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32756,32756,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32757,32757,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32758,32758,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32759,32759,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32760,32760,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32761,32761,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32762,32762,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32763,32763,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32764,32764,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32765,32765,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32766,32766,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32767,32767,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32768,32768,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32769,32769,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32770,32770,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32771,32771,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32772,32772,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32773,32773,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32774,32774,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32775,32775,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32776,32776,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32777,32777,CHH,CHH-028,0000,1,Tiempo del Centro en Frontera,-6
0000-32778,32778,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32779,32779,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32780,32780,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32781,32781,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32782,32782,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32783,32783,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32784,32784,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32785,32785,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32786,32786,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32787,32787,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32788,32788,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32789,32789,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32790,32790,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32791,32791,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32792,32792,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32793,32793,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32794,32794,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32795,32795,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32796,32796,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32797,32797,CHH,CHH-053,0000,1,Tiempo del Centro en Frontera,-6
0000-32798,32798,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32799,32799,CHH,,0000,1,Tiempo del Centro en Frontera,-6
0000-32800,32800,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32801,32801,CHH,,0000,0,Tiempo del Centro,-6
0000-32802,32802,CHH,,0000,0,Tiempo del Centro,-6
0000-32803,32803,CHH,,0000,0,Tiempo del Centro,-6
0000-32804,32804,CHH,,0000,0,Tiempo del Centro,-6
0000-32805,32805,CHH,,0000,0,Tiempo del Centro,-6
0000-32806,32806,CHH,,0000,0,Tiempo del Centro,-6
0000-32807,32807,CHH,,0000,0,Tiempo del Centro,-6
0000-32808,32808,CHH,,0000,0,Tiempo del Centro,-6
0000-32809,32809,CHH,,0000,0,Tiempo del Centro,-6
0000-32810,32810,CHH,,0000,0,Tiempo del Centro,-6
0000-32811,32811,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32812,32812,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32813,32813,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32814,32814,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32815,32815,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32816,32816,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32817,32817,CHH,,0000,0,Tiempo del Centro,-6
0000-32818,32818,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32819,32819,CHH,,0000,0,Tiempo del Centro,-6
0000-32820,32820,CHH,CHH-001,0000,0,Tiempo del Centro,-6
0000-32821,32821,CHH,,0000,0,Tiempo del Centro,-6
0000-32822,32822,CHH,,0000,0,Tiempo del Centro,-6
0000-32823,32823,CHH,,0000,0,Tiempo del Centro,-6
0000-32824,32824,CHH,,0000,0,Tiempo del Centro,-6
0000-32825,32825,CHH,,0000,0,Tiempo del Centro,-6
0000-32826,32826,CHH,,0000,0,Tiempo del Centro,-6
0000-32827,32827,CHH,,0000,0,Tiempo del Centro,-6
0000-32828,32828,CHH,,0000,0,Tiempo del Centro,-6
0000-32829,32829,CHH,,0000,0,Tiempo del Centro,-6
